"county","cases","latitude","longitude"
"Texas, Terry","4","33.1514254","-102.3328121"
"Texas, Titus","1","33.2040399","-94.9651725"
"Texas, Tom Green","10","31.3782559","-100.4133839"
"Texas, Travis","351","30.2878569","-97.7561392"
"Texas, Upshur","3","32.7263725","-94.9286251"
"Texas, Uvalde","4","29.300357","-99.7733181"
"Texas, Val Verde","5","29.9153286","-101.1284631"
"Texas, Van Zandt","3","32.5375642","-95.8292165"
"Texas, Victoria","27","28.8026443","-96.9766308"
"Texas, Walker","9","30.6795741","-95.5522823"
"Texas, Waller","7","29.9443902","-95.9955885"
"Texas, Washington","17","30.2226352","-96.3936114"
"Texas, Webb","65","27.6983621","-99.2523577"
"Texas, Wharton","9","29.2454534","-96.2291474"
"Texas, Wichita","44","33.9516534","-98.7088886"
"Texas, Willacy","5","26.4553947","-97.5947484"
"Texas, Williamson","71","30.6580927","-97.6041649"
"Texas, Wilson","6","29.1589961","-98.1251465"
"Texas, Wise","3","33.2139213","-97.6563925"
"Texas, Wood","1","32.7577475","-95.3812941"
"Texas, Young","3","33.1508315","-98.6962766"
"Utah, Box Elder","10","41.3586056","-113.2112072"
"Utah, Cache","15","41.7042978","-111.7451159"
"Utah, Carbon","1","39.6023917","-110.6505023"
"Utah, Davis","122","41.0263758","-112.1197426"
"Utah, Duchesne","1","40.2960433","-110.4715153"
"Utah, Emery","1","38.9844774","-110.8038549"
"Utah, Garfield","1","37.8018067","-111.5853156"
"Utah, Grand","1","39.4225192","-111.7143584"
"Utah, Iron","10","37.8546136","-113.2867347"
"Utah, Juab","1","39.6949628","-112.8342117"
"Utah, Kane","1","37.2439691","-112.0048393"
"Utah, Millard","1","39.0364951","-113.0861444"
"Utah, Morgan","7","41.0784068","-111.6509149"
"Utah, Salt Lake","541","40.6632297","-111.9103124"
"Utah, San Juan","5","37.5859438","-109.7852018"
"Utah, Summit","222","40.8320852","-111.1233396"
"Utah, Tooele","16","40.4062872","-113.1966394"
"Utah, Uintah","1","40.1943199","-109.5770955"
"Utah, Unknown","0","40.1617536","-111.59698219982184"
"Utah, Utah","150","40.0841662","-111.6259473"
"Utah, Wasatch","69","40.3348338","-111.1186992"
"Utah, Washington","21","37.2393471","-113.525776"
"Utah, Weber","63","41.2728039","-111.8860648"
"Vermont, Addison","32","44.088818","-73.302841"
"Vermont, Bennington","19","43.0125713","-73.1473048"
"Vermont, Caledonia","4","44.4678493","-72.0897101"
"Vermont, Chittenden","199","43.70809","-72.948532"
"Vermont, Franklin","21","44.8753987","-72.9297141"
"Vermont, Lamoille","17","44.6090486","-72.6714363"
"Vermont, Orange","4","44.1483959","-72.4026007"
"Vermont, Orleans","8","44.8708524","-72.2565721"
"Vermont, Rutland","17","43.6106237","-72.9726065"
"Vermont, Unknown","6","-37.8384616","145.1993471"
"Vermont, Washington","21","44.105619","-72.432601"
"Vermont, Windham","21","43.1792431","-72.7259285"
"Vermont, Windsor","20","43.5480465","-72.5944539"
"Virgin Islands, Unknown","38","18.3358","64.8963"
"Virginia, Accomack","8","37.7422207","-75.6743538"
"Virginia, Albemarle","26","38.0085107","-78.6086754"
"Virginia, Alexandria city","56","38.8051095","-77.0470229"
"Virginia, Alleghany","2","37.8167022","-80.0227166"
"Virginia, Amelia","5","37.3319664","-78.008448"
"Virginia, Amherst","6","37.5997548","-79.1483701"
"Virginia, Arlington","135","38.8903961","-77.0841585"
"Virginia, Augusta","4","38.1793809","-79.1525761"
"Virginia, Bedford","3","37.3123905","-79.5399003"
"Virginia, Botetourt","8","37.5520825","-79.8029569"
"Virginia, Bristol city","1","36.6176148","-82.1484049"
"Virginia, Brunswick","1","36.7788996","-77.8670883"
"Virginia, Buckingham","3","37.5558826","-78.5547172"
"Virginia, Buena Vista city","1","37.7369857","-79.3545676"
"Virginia, Campbell","2","37.2158191","-79.1165953"
"Virginia, Caroline","1","38.0320305","-77.362363"
"Virginia, Carroll","1","36.7365816","-80.7439791"
"Virginia, Charles City","4","37.3705777","-77.0605098"
"Virginia, Charlottesville city","17","38.029306","-78.4766781"
"Virginia, Chesapeake city","50","36.7183708","-76.2466798"
"Virginia, Chesterfield","89","37.3859982","-77.578509"
"Virginia, Clarke","2","39.119728","-77.9926448"
"Virginia, Covington city","1","37.7810972","-79.9881199"
"Virginia, Culpeper","7","38.4912207","-77.9618216"
"Virginia, Cumberland","1","37.5004191","-78.2469202"
"Virginia, Danville city","9","36.5706943","-79.3882557"
"Virginia, Emporia city","1","36.6937606","-77.5357141"
"Virginia, Fairfax","372","38.8462236","-77.3063733"
"Virginia, Fauquier","9","38.7513714","-77.8141221"
"Virginia, Fluvanna","5","37.8488527","-78.2789994"
"Virginia, Franklin","9","36.9911656","-79.8839701"
"Virginia, Franklin city","3","36.6793195","-76.9364366"
"Virginia, Frederick","20","39.2127031","-78.279166"
"Virginia, Fredericksburg city","4","38.2967927","-77.483409"
"Virginia, Galax city","1","36.6612387","-80.9238671"
"Virginia, Gloucester","8","37.4452288","-76.5594479"
"Virginia, Goochland","8","37.7204342","-77.8837984"
"Virginia, Greene","1","38.2954503","-78.4704823"
"Virginia, Greensville","4","36.6405713","-77.5768298"
"Virginia, Halifax","1","36.747244","-78.9425634"
"Virginia, Hampton city","29","37.0520315","-76.2856365"
"Virginia, Hanover","12","37.744783","-77.4464165"
"Virginia, Harrisonburg city","22","38.4493315","-78.8688833"
"Virginia, Henrico","112","37.5455191","-77.4234124"
"Virginia, Henry","3","36.6725813","-79.9242922"
"Virginia, Hopewell city","7","37.280149","-77.2948783"
"Virginia, Isle of Wight","11","36.8953677","-76.7248143"
"Virginia, James City","104","37.3211485","-76.7972515"
"Virginia, King George","6","38.2786312","-77.175356"
"Virginia, King William","1","37.6940722","-77.0690284"
"Virginia, King and Queen","1","37.7196754","-76.8794158"
"Virginia, Lancaster","1","37.7625738","-76.4723233"
"Virginia, Lee","2","36.6841272","-83.0973211"
"Virginia, Lexington city","2","37.775132","-79.4410488"
"Virginia, Loudoun","130","39.0984586","-77.6705008"
"Virginia, Louisa","12","37.9854441","-77.9486307"
"Virginia, Lynchburg city","9","37.40088","-79.18449239459086"
"Virginia, Madison","2","38.4114615","-78.2846634"
"Virginia, Manassas Park city","2","38.77090695","-77.43630146086971"
"Virginia, Manassas city","13","38.743235","-77.4746953"
"Virginia, Mathews","2","37.4481394","-76.331696"
"Virginia, Mecklenburg","7","36.6798483","-78.314746"
"Virginia, Montgomery","1","37.1810438","-80.3918782"
"Virginia, Nelson","2","37.7755351","-78.8973622"
"Virginia, New Kent","6","37.4971441","-76.9964301"
"Virginia, Newport News city","37","37.0914429","-76.5213892"
"Virginia, Norfolk city","43","36.8889933","-76.2481624"
"Virginia, Northampton","2","37.3688433","-75.9265679"
"Virginia, Northumberland","3","37.9314992","-76.4836686"
"Virginia, Nottoway","1","37.1489448","-78.0583926"
"Virginia, Orange","4","38.2490349","-78.013983"
"Virginia, Page","2","38.6002354","-78.5016516"
"Virginia, Petersburg city","8","37.21345","-77.40694"
"Virginia, Pittsylvania","1","36.8121678","-79.4364106"
"Virginia, Poquoson city","3","37.1281989","-76.3702862"
"Virginia, Portsmouth city","17","36.8462923","-76.2929252"
"Virginia, Powhatan","4","37.5531622","-77.9112655"
"Virginia, Prince Edward","2","37.2293293","-78.4628573"
"Virginia, Prince George","10","37.1815024","-77.2153144"
"Virginia, Prince William","131","38.7389846","-77.5536743"
"Virginia, Pulaski","1","37.0580572","-80.7297289"
"Virginia, Radford city","1","37.1292934","-80.5357895"
"Virginia, Richmond","1","37.5385087","-77.43428"
"Virginia, Richmond city","76","37.5289588","-77.4381069"
"Virginia, Roanoke","4","37.270973","-79.9414313"
"Virginia, Roanoke city","9","37.2529158","-79.9093813"
"Virginia, Rockbridge","2","37.8331804","-79.4622597"
"Virginia, Rockingham","11","38.5080288","-78.8949442"
"Virginia, Salem city","1","37.279858","-80.0174392"
"Virginia, Shenandoah","10","38.856559","-78.5890893"
"Virginia, Smyth","2","36.8361654","-81.5298828"
"Virginia, Southampton","4","36.6959378","-77.1586002"
"Virginia, Spotsylvania","11","38.1880936","-77.6741751"
"Virginia, Stafford","29","38.4167265","-77.4579783"
"Virginia, Suffolk city","10","36.7427673","-76.6241825"
"Virginia, Surry","3","37.1118778","-76.895924"
"Virginia, Sussex","2","36.9096897","-77.2741121"
"Virginia, Tazewell","2","37.1236041","-81.5684129"
"Virginia, Unknown","0","-31.4733783","-64.2363946"
"Virginia, Virginia Beach city","128","36.5943204","-75.8876014"
"Virginia, Warren","4","38.9131907","-78.2096656"
"Virginia, Washington","3","36.740236","-81.9421666"
"Virginia, Waynesboro city","3","38.0709693","-78.8740901"
"Virginia, Westmoreland","1","38.1153203","-76.7567355"
"Virginia, Williamsburg city","9","37.2815351","-76.6884676"
"Virginia, Winchester city","9","39.16812725","-78.17319326875872"
"Virginia, Wise","1","37.0170633","-82.6103804"
"Virginia, Wythe","2","36.9118401","-81.0639347"
"Virginia, York","17","37.2230374","-76.5156945"
"Washington, Adams","20","46.9723633","-118.5934644"
"Washington, Asotin","1","46.1678079","-117.2045179"
"Washington, Benton","136","46.1691702","-119.5286424"
"Washington, Chelan","20","47.8409698","-120.0164591"
"Washington, Clallam","8","47.9998383","-123.7373472"
"Washington, Clark","137","47.9249627","-118.6894206"
"Washington, Columbia","1","9.9621155","-74.1870612"
"Washington, Cowlitz","18","46.4587191","-122.8426166"
"Washington, Douglas","7","47.6212432","-120.0047852"
"Washington, Ferry","1","48.4736934","-118.4834362"
"Washington, Franklin","45","38.5581072","-91.0120878"
"Washington, Grant","77","47.119015","-119.4904332"
"Washington, Grays Harbor","3","47.1744169","-123.8658829"
"Washington, Island","122","38.8948932","-77.0365529"
"Washington, Jefferson","19","47.7325289","-123.6328565"
"Washington, King","2789","47.4873376","-121.8622122"
"Washington, Kitsap","95","47.594502","-122.6474421"
"Washington, Kittitas","10","46.9838217","-120.4182898"
"Washington, Klickitat","9","45.8151021","-121.1542694"
"Washington, Lewis","12","46.5612011","-122.4225561"
"Washington, Lincoln","1","47.8299069","-118.414727"
"Washington, Mason","13","47.3429635","-123.1822758"
"Washington, Okanogan","4","48.361262","-119.5833869"
"Washington, Pend Oreille","1","48.5188671","-117.2778631"
"Washington, Pierce","577","47.0022547","-122.2117983"
"Washington, San Juan","6","48.5443087","-122.9919497"
"Washington, Skagit","160","48.4596092","-121.7332784"
"Washington, Skamania","1","45.966211","-121.9278867"
"Washington, Snohomish","1449","48.0074736","-121.7304882"
"Washington, Spokane","194","47.6579425","-117.4212265"
"Washington, Stevens","5","48.4249969","-117.8489411"
"Washington, Thurston","58","46.9319983","-122.8855155"
"Washington, Walla Walla","9","46.2055155","-118.5174284"
"Washington, Whatcom","182","48.8107819","-121.8828175"
"Washington, Whitman","11","46.9428831","-117.5286172"
"Washington, Yakima","289","46.601557","-120.5108421"
"West Virginia, Barbour","1","39.1218129","-80.0135627"
"West Virginia, Berkeley","37","39.4535243","-78.0395522"
"West Virginia, Cabell","5","38.4200892","-82.2316907"
"West Virginia, Greenbrier","3","37.961175","-80.450934"
"West Virginia, Hancock","5","40.5071529","-80.5657591"
"West Virginia, Hardy","2","39.0040008","-78.8441276"
"West Virginia, Harrison","17","39.2820223","-80.3789878"
"West Virginia, Jackson","11","38.818099","-81.6584708"
"West Virginia, Jefferson","12","39.2954767","-77.8782587"
"West Virginia, Kanawha","40","38.3428208","-81.5089835"
"West Virginia, Logan","4","37.8024603","-81.9284776"
"West Virginia, Marion","11","39.5128606","-80.2258567"
"West Virginia, Marshall","4","39.854861","-80.6616946"
"West Virginia, Mason","3","38.7499013","-82.052456"
"West Virginia, Mercer","3","37.4071873","-81.1107194"
"West Virginia, Mineral","2","39.3839905","-78.9416922"
"West Virginia, Monongalia","40","39.6391074","-80.0300399"
"West Virginia, Morgan","1","39.5455257","-78.2592246"
"West Virginia, Ohio","11","40.0984771","-80.6109467"
"West Virginia, Pendleton","1","38.6861824","-79.3410138"
"West Virginia, Pleasants","1","39.370369","-81.1545062"
"West Virginia, Preston","4","39.4350915","-79.6856122"
"West Virginia, Putnam","5","38.4939687","-81.9150148"
"West Virginia, Raleigh","3","37.7493481","-81.2250929"
"West Virginia, Randolph","2","38.8085998","-79.872531"
"West Virginia, Roane","2","38.6943369","-81.3366149"
"West Virginia, Tucker","3","39.1256758","-79.5607117"
"West Virginia, Upshur","1","38.8957981","-80.2461453"
"West Virginia, Wetzel","2","39.6092584","-80.6503396"
"West Virginia, Wirt","1","39.0287156","-81.3558282"
"West Virginia, Wood","5","39.2054823","-81.5185967"
"Wisconsin, Adams","1","43.9462246","-89.7836456"
"Wisconsin, Ashland","1","46.2062319","-90.6802594"
"Wisconsin, Barron","3","45.423557","-91.8454099"
"Wisconsin, Bayfield","3","46.4710241","-91.1983175"
"Wisconsin, Brown","24","44.4383498","-88.0167093"
"Wisconsin, Buffalo","2","44.4073658","-91.7547858"
"Wisconsin, Calumet","3","44.0751086","-88.2144321"
"Wisconsin, Chippewa","14","45.0740585","-91.2947258"
"Wisconsin, Clark","6","44.7188146","-90.6214928"
"Wisconsin, Columbia","18","43.4641929","-89.3478429"
"Wisconsin, Crawford","1","43.2271639","-90.8938474"
"Wisconsin, Dane","244","43.0709273","-89.4322174"
"Wisconsin, Dodge","14","44.1321852","-91.5520942"
"Wisconsin, Door","2","44.7615925","-87.5329747"
"Wisconsin, Douglas","6","46.4396038","-91.9059158"
"Wisconsin, Dunn","5","44.9333564","-91.8994409"
"Wisconsin, Eau Claire","16","44.811349","-91.4984941"
"Wisconsin, Fond du Lac","30","43.7533414","-88.4493796"
"Wisconsin, Grant","2","42.8855277","-90.6991696"
"Wisconsin, Green","8","44.4308975","-89.6884637"
"Wisconsin, Iowa","3","42.9732457","-90.1334393"
"Wisconsin, Iron","1","46.2254778","-90.2125304"
"Wisconsin, Jackson","2","43.3238919","-88.1667599"
"Wisconsin, Jefferson","13","43.0224668","-88.7673031"
"Wisconsin, Juneau","4","43.4055504","-88.7051037"
"Wisconsin, Kenosha","81","42.5846773","-87.8212263"
"Wisconsin, La Crosse","19","43.8014053","-91.2395429"
"Wisconsin, Marathon","9","44.8914036","-89.7748098"
"Wisconsin, Marinette","2","45.3834983","-88.0409574"
"Wisconsin, Marquette","2","43.7474805","-89.1387265"
"Wisconsin, Menominee","1","45.0154357","-88.7089153"
"Wisconsin, Milwaukee","955","43.0349931","-87.922497"
"Wisconsin, Monroe","3","42.6018298","-89.6392396"
"Wisconsin, Oconto","1","44.9988053","-88.2480072"
"Wisconsin, Oneida","3","44.4986041","-88.1828895"
"Wisconsin, Outagamie","19","44.41603","-88.4602005"
"Wisconsin, Ozaukee","50","43.3569041","-87.9579748"
"Wisconsin, Pierce","7","44.7186568","-92.3786114"
"Wisconsin, Portage","3","44.4604931","-89.5108818"
"Wisconsin, Racine","41","42.7260523","-87.7825242"
"Wisconsin, Richland","2","43.3662526","-90.4557081"
"Wisconsin, Rock","20","42.6654418","-89.081772"
"Wisconsin, Rusk","1","45.4589749","-91.1240967"
"Wisconsin, Sauk","18","43.4401728","-89.9653841"
"Wisconsin, Sheboygan","20","43.7128967","-87.9370433"
"Wisconsin, St. Croix","7","44.86231","-92.693878"
"Wisconsin, Trempealeau","1","44.2782406","-91.3828806"
"Wisconsin, Vilas","3","43.0897185","-89.2348379"
"Wisconsin, Walworth","15","42.6711513","-88.5467715"
"Wisconsin, Washington","52","45.3947033","-86.9315085"
"Wisconsin, Waukesha","133","43.0116784","-88.2314813"
"Wisconsin, Waupaca","2","44.4927889","-88.9650419"
"Wisconsin, Winnebago","18","44.0697014","-88.6516527"
"Wisconsin, Wood","2","44.030757","-90.3948702"
"Wyoming, Albany","4","41.6684047","-105.6812633"
"Wyoming, Campbell","6","44.1908398","-105.5775352"
"Wyoming, Carbon","4","41.7423474","-106.8625645"
"Wyoming, Converse","3","43.0202459","-105.5046207"
"Wyoming, Fremont","27","43.0293336","-108.5772551"
"Wyoming, Goshen","2","42.0657096","-104.3541422"
"Wyoming, Hot Springs","1","43.7008749","-108.409568"
"Wyoming, Johnson","8","44.0155638","-106.6140815"
"Wyoming, Laramie","40","41.311367","-105.591101"
"Wyoming, Lincoln","1","42.1765551","-110.7208048"
"Wyoming, Natrona","21","42.9487008","-106.8465639"
"Wyoming, Park","1","43.1700264","-107.5685348"
"Wyoming, Sheridan","10","44.797194","-106.956179"
"Wyoming, Sublette","1","42.736927","-109.9905911"
"Wyoming, Sweetwater","3","41.6239475","-108.9702314"
"Wyoming, Teton","32","43.9133416","-110.6367905"
"Wyoming, Uinta","1","41.2631855","-110.5678519"
"Wyoming, Washakie","2","43.9308684","-107.6704088"
